ID,day,month,year,place of marriage,forename of groom,surname of groom,occupation of groom,marital status of groom,age of groom,address of groom,forename of bride,surname of bride,occupation of bride,marital status of bride,age of bride,address of bride,groom's father's forename,groom's father's surname,groom's father's occupation,if groom's father deceased,groom's mother's forename,groom's mother's maiden surname,if groom's mother deceased,bride's father's forename,bride's father's surname,bride's father's occupation,if bride's father deceased,bride's mother's forename,bride's mother's maiden surname,if bride's mother deceased,notes1,gdeath,bdeath,GROOM_IDENTITY,BRIDE_IDENTITY,GROOM_MOTHER_IDENTITY,GROOM_FATHER_IDENTITY,BRIDE_MOTHER_IDENTITY,BRIDE_FATHER_IDENTITY,GROOM_BIRTH_RECORD_IDENTITY,BRIDE_BIRTH_RECORD_IDENTITY,GROOM_FATHER_BIRTH_RECORD_IDENTITY,GROOM_MOTHER_BIRTH_RECORD_IDENTITY,BRIDE_FATHER_BIRTH_RECORD_IDENTITY,BRIDE_MOTHER_BIRTH_RECORD_IDENTITY,BRIDE_IMMIGRANT_GENERATION,GROOM_IMMIGRANT_GENERATION
6398,29,DECEMBER,1930,,Asad,Reid,STUDENT OF DIVINITY,D,32,"206 Newton Crescent, Batties Den, Carnoustie",Chloe,Porter,UPHOLSTERESS,S,28,"10 Lubnaig Drive, Drumardoch Farm, Callander",Edwyn,Reid,WHITEFISHER,,Katrina,Green,,Joseph,Porter,CARTER,,Mary,Robertson,,SYNTHETIC DATA PRODUCED USING VALIPOP,20335,21150,20335,21150,15480,15769,16714,16285,20335,21150,15769,15480,16285,16714,NA,NA
6399,26,DECEMBER,1930,"Wilton Hawick ",Daniel,Currie,AG LAB,B,36,"2 Priory Park, Braw Gates House, Selkirk",Elyse,Connelly,LABOURER DAUR,S,25,"734 Golf Course Road, Girvan, South Ayrshire",James,Currie,PLOUGHMAN,,Aimee,Donald,,Liam,Connelly,ENGINEMAN AT COALMINE,,Megan,Smith,,SYNTHETIC DATA PRODUCED USING VALIPOP,19317,21194,19317,21194,14958,14231,17376,17543,19317,21194,14231,14958,17543,17376,NA,NA
6400,20,FEBRUARY,1930,"Argyll and Bute",Dominic,Watson,QUARRIE LABOURER,B,33,"1 Westerlea Court, Cornton, Stirling",Harriett,Davies,,S,22,"5 Carrick Street, Girvan, South Ayrshire",Curtis,Watson,FARMER OF 240 AC,,Priya,Bull,,Benjamin,Davies,GROCER,,Chloe,Potts,,SYNTHETIC DATA PRODUCED USING VALIPOP,19519,21214,19519,21214,16080,15897,17686,17167,19519,21214,15897,16080,17167,17686,NA,NA
6401,7,FEBRUARY,1930,,Ryan,Beaton,COOPER,B,22,"191 Anderson Street, Merkinch, Highland",Deanna,Robinson,,S,24,"191 Anderson Street, Merkinch, Highland",Freddie,Beaton,MASON,,Hafsa,Potts,,Robert,Robinson,FOUNDRY LABOURER,,Charlotte,Johnstone,,SYNTHETIC DATA PRODUCED USING VALIPOP,21979,21612,21979,21612,17938,16735,16798,16805,21979,21612,16735,17938,16805,16798,NA,NA
6402,22,DECEMBER,1930,"West End Hawick ",Cameron,Hutcheson,TOBACCO PIPE FINISHER,B,20,"9 Monamore Place, Croc, North Ayrshire",Lucy,O'donnell,DAIRYMAID,S,22,"275 Newton Crescent, Batties Den, Carnoustie",Joseph,Hutcheson,STOCKING FRAME WORK KNITTER,,Abbie,Mckinlay,,Jacob,O'donnell,SHIP CARPENTER,,Sophie,Forbes,,SYNTHETIC DATA PRODUCED USING VALIPOP,21985,21658,21985,21658,17902,17635,17620,16737,21985,21658,17635,17902,16737,17620,NA,NA
6403,19,AUGUST,1930,"Aberdeenshire",Harry,Adamson,,B,18,"1 Glasdrum Court, Upper Achintore, Fort William",Rhianna,Johnstone,COTTON POWER LOOM WEAVER,S,21,"6 Clanranald Terrace, Highland",Alex,Adamson,FLAX DRESSER,,Holly,Kelman,,Oliver,Johnstone,BLACKSMITH,,Dannielle,Petrie,,SYNTHETIC DATA PRODUCED USING VALIPOP,22001,21654,22001,21654,18286,17377,17590,17791,22001,21654,17377,18286,17791,17590,NA,NA
6404,5,SEPTEMBER,1930,"Croc North Ayrshire",Ethan,Hobson,,B,18,"1 Park Circle, Dumfries and Galloway",Chloe,Robinson,FARM MANAGER'S WIFE,S,21,"49 Chalmers Court, Three Bridges, Inveraray",Taylor,Hobson,PENSIONER,,Sophia,Ferguson,,Daniel,Robinson,COAL MINER,,Sophie,Smith,,SYNTHETIC DATA PRODUCED USING VALIPOP,22091,21680,22091,21680,16990,17233,18052,18857,22091,21680,17233,16990,18857,18052,NA,NA
6405,26,MARCH,1930,"Portree Highland",Alexander,Connelly,HOUSE CARPENTER,B,23,"1 North Place, Aberdeenshire",Rhian,Ramsay,,S,21,"735 Golf Course Road, Girvan, South Ayrshire",Daniel,Connelly,FARMER OF 70 ACRES,,Paige,Green,,Louis,Ramsay,F S,,Codey,Johnson,,SYNTHETIC DATA PRODUCED USING VALIPOP,21323,21650,21323,21650,17044,17329,17290,16955,21323,21650,17329,17044,16955,17290,NA,NA
6406,24,JANUARY,1930,"Inverbervie Aberdeenshire",Thomas,Rice,JOINERS APPRENTICE,B,22,"86 Duntaylor Avenue, Aberfeldy, Perth and Kinross",Jenna,Mckinlay,,S,20,"23 Monamore Place, Croc, North Ayrshire",William,Rice,LATE SHIPMASTER NOW HARBOUR MASTER,,Laura,Scott,,Rhys,Mckinlay,SHOEMAKER,,Georgina,Currie,,SYNTHETIC DATA PRODUCED USING VALIPOP,21371,21674,21371,21674,18062,16881,17960,17349,21371,21674,16881,18062,17349,17960,NA,NA
6407,9,APRIL,1930,"Dalry North Ayrshire",Charles,Anderson,FARMERS SON,B,26,"6 Park Terrace, Croc, North Ayrshire",Harriet,Johnson,SCHOLAR,S,20,"3 South Gardens, Allanbank, Lauder",Miguel,Anderson,LABOURER,,Katherine,Bull,,Kieran,Johnson,BLACKSMITH,,Lauren,Ramsay,,SYNTHETIC DATA PRODUCED USING VALIPOP,20737,21576,20737,21576,17356,16723,16058,16465,20737,21576,16723,17356,16465,16058,NA,NA
6408,21,OCTOBER,1930,"Stranraer Dumfries and Galloway",Alexander,Connelly,SHOE MAKER,B,31,"1 Kingsloan Court, Fife",Alice,Gillespie,SCHOLAR DAU,S,19,"1 Hestan Road, Little Richorn, Dalbeattie",Colin,Connelly,LABOURER UNEMPLOYED,,Anna,Logan,,Alexander,Gillespie,GARDNER,,Phoebe,Aitchison,,SYNTHETIC DATA PRODUCED USING VALIPOP,19857,21566,19857,21566,14562,16043,15930,14927,19857,21566,16043,14562,14927,15930,NA,NA
6409,5,MAY,1930,,Joshua,Fell,PLOUGHMAN,B,24,"16 St Molios Park, Croc, North Ayrshire",Elizabeth,Currie,SILK REELER,S,21,"16 St Molios Park, Croc, North Ayrshire",Omar,Fell,RAILWAY LABOURER,,Emily,Neilson,,Daniel,Currie,AG LAB,,Hazel,Wilson,,SYNTHETIC DATA PRODUCED USING VALIPOP,21607,21910,21607,21910,16712,16719,16568,16883,21607,21910,16719,16712,16883,16568,NA,NA
6410,6,JUNE,1930,"Highland",Joshua,Rae,SCHOLAR,B,17,"1 Lathallan Grange, Aberdeenshire",Megan,Donald,,S,18,"1 West Road, Blackhouse, Peterhead",Ilyas,Rae,SHOEMAKER EMPLOYING 1 MAN,,Roisin,Hutcheson,,Matthew,Donald,TRAVELLER (WOOLLEN),,Olivia,Amos,,SYNTHETIC DATA PRODUCED USING VALIPOP,22157,21992,22157,21992,18166,17901,18078,16749,22157,21992,17901,18166,16749,18078,NA,NA
6411,24,FEBRUARY,1930,"Little Richorn Dalbeattie ",Carl,Wales,SADDLER,B,21,"25 Clenoch Parks Road, Stranraer, Dumfries and Galloway",Charley,Dalgarno,,S,18,"10 Park Terrace, Croc, North Ayrshire",James,Wales,COACHMAN,,Danielle,Hogg,,Jed,Dalgarno,WOOD CUTTER,,Daisy,Hay,,SYNTHETIC DATA PRODUCED USING VALIPOP,21569,21926,21569,21926,15872,16003,16792,16313,21569,21926,16003,15872,16313,16792,NA,NA
6412,28,MARCH,1930,"Dumfries and Galloway",Edward,Stewart,COTTON HANDLOOM WEAVER,B,26,"253 Golf Course Road, Girvan, South Ayrshire",Katie,Connelly,SCHOLAR,S,18,"1 Park Circle, Dumfries and Galloway",William,Stewart,RETIRED COACHBUILDER,,Caroline,Porter,,Jonathan,Connelly,,,Sophia,Ferguson,,SYNTHETIC DATA PRODUCED USING VALIPOP,20619,21934,20619,21934,15074,15381,16990,17605,20619,21934,15381,15074,17605,16990,NA,NA
6413,15,JULY,1930,"Nigg Aberdeen City",Daniel,Burns,PLOUGHMAN,B,27,"2 Milfield Gardens, Scaurs, Jedburgh",Cathy,Hobson,SCHOLAR,S,20,"11 Clanranald Terrace, Highland",Macauley,Burns,SURGEON L F P S GLASGOW GENERAL PRACTITIONER,,Chelsea,Fell,,Daniel,Hobson,BRICKLAYER LABOURER,,Eliza,Middleton,,SYNTHETIC DATA PRODUCED USING VALIPOP,20787,21988,20787,21988,15454,14147,18024,17385,20787,21988,14147,15454,17385,18024,NA,NA
6414,25,MAY,1930,"Portree Highland",Lynden,Rae,COAL MINER,B,23,"13 Inverugie Cottages, Coplandhill, Aberdeenshire",Ann-marie,Anderson,SCHOLAR,S,18,"27 Monamore Place, Croc, North Ayrshire",Samuel,Rae,FISHERMAN,,Louise,Clow,,Zak,Anderson,PLOUGHMAN,,Rebecca,Donald,,SYNTHETIC DATA PRODUCED USING VALIPOP,21365,22002,21365,22002,17880,18071,18370,16079,21365,22002,18071,17880,16079,18370,NA,NA
6415,9,FEBRUARY,1930,"Three Bridges Inveraray ",Joshua,Duncan,ORDINARY SEAMAN,B,23,"27 Chapelle Crescent, Clackmannanshire",Alexandra,Hogg,SCHOLAR,S,18,"12 Gordon Brown Place, Highland",Hugo,Duncan,WEAVER UNFIT FOR WORK,,Paige,Connelly,,Jotham,Hogg,GROCER,,Tyler-marie,Anderson,,SYNTHETIC DATA PRODUCED USING VALIPOP,21151,21952,21151,21952,16772,13501,17296,15907,21151,21952,13501,16772,15907,17296,NA,NA
6416,1,JANUARY,1930,"Heatherknowe Portlethen ",Faizan,Jordan,STUDENT OF MEDICINE,B,28,"11 Gordon Brown Place, Highland",Sophia,Mcmillan,SCHOLAR,S,17,"1 Forth Park, Cornton, Stirling",Elliott,Jordan,BASKET MAKER,,Abby,Middleton,,Sonny,Mcmillan,SHIP CARPENTER (JOUR),,Lois,Middleton,,SYNTHETIC DATA PRODUCED USING VALIPOP,20357,21938,20357,21938,15852,15489,17026,16337,20357,21938,15489,15852,16337,17026,NA,NA
6417,25,JULY,1930,"Highland",Aiden,Sutherland,SCHOLAR,B,20,"10 Knockhall Road, Aberdeenshire",Shannon,Clow,SCHOLAR,S,18,"1 Albert Crescent, Woodhaven, Newport-on-Tay",Kieran,Sutherland,CARTER,,Anna,Donald,,Mahmoud,Clow,FARMER SON,,Molly,Leishman,,SYNTHETIC DATA PRODUCED USING VALIPOP,21991,22312,21991,22312,18042,17787,18336,18341,21991,22312,17787,18042,18341,18336,NA,NA
6418,20,SEPTEMBER,1930,"Girvan South Ayrshire",Matthew,Andrews,COTTON WEAVER,B,23,"257 Golf Course Road, Girvan, South Ayrshire",Elizabeth,Robinson,SCHOLAR,S,17,"1 Buccleuch Terrace, West End, Hawick",Charles,Andrews,NIGHT WATCHMAN IN LINEN POWER LOOM FACTORY,,Emma,Sutherland,,Brad,Robinson,,,Sophie,Keir,,SYNTHETIC DATA PRODUCED USING VALIPOP,21127,22282,21127,22282,16354,15505,17646,17609,21127,22282,15505,16354,17609,17646,NA,NA
6419,4,NOVEMBER,1930,"Aberdeenshire",Nicholas,Macphail,AGRICULT LABOUR,B,24,"8 Pairc Uilleim, Highland",Eleanor,Mclaren,SCHOLAR,S,16,"9 Ladylands Drive, Glenburn Hall, Jedburgh",Josh,Macphail,PLUMBER,,Charlotte,Mullen,,Jack,Mclaren,CURRIER,,Hanifa,Hutcheson,,SYNTHETIC DATA PRODUCED USING VALIPOP,21415,22834,21415,22834,16182,16495,18970,18473,21415,22834,16495,16182,18473,18970,NA,NA
6420,28,APRIL,1930,,Daniel,Brand,GUTTA PERCHA WORKER,B,19,"11 Common Road, Cellardyke, Fife",Alice,Haig,TEARER,S,17,"11 Common Road, Cellardyke, Fife",Liam,Brand,LABOURER PLASTERERS,,Terri-leigh,Duncan,,Alistair,Haig,WOOL WEAVER,,Lauren,Rae,,SYNTHETIC DATA PRODUCED USING VALIPOP,22853,22906,22853,22906,19426,18615,17536,17823,22853,22906,18615,19426,17823,17536,NA,NA
6421,6,MARCH,1931,"Highland",Fraser,Mclaren,FORMERLY LABOURER,B,63,"1 Balquharn Drive, Heatherknowe, Portlethen",Shannon,Brown,,S,41,"3 Kirkton Gardens, Highland",Jared,Mclaren,RETIRED MINISTER FREE CH,,Kathryn,Browning,,Greg,Brown,ROAD CONTRACTOR,,Lucy,Macphail,,SYNTHETIC DATA PRODUCED USING VALIPOP,15525,18634,15525,18634,12598,12387,15080,14523,15525,18634,12387,12598,14523,15080,NA,NA
6422,8,MAY,1931,"Braeleny Farm Stirling",Joshua,Sutherland,GARDENER,W,61,"275 Golf Course Road, Girvan, South Ayrshire",Emily,Adamson,,S,43,"8 Common Road, Cellardyke, Fife",Nathan,Sutherland,CARTER,,Chelsea,Currie,,Joseph,Adamson,WOOD MERCHANT,,Charlotte,Brown,,SYNTHETIC DATA PRODUCED USING VALIPOP,16073,18596,16073,18596,12972,11077,14254,13213,16073,18596,11077,12972,13213,14254,NA,NA
6423,20,OCTOBER,1931,,William,Brown,SAILOR MERCHANT SERVICE,?,41,"51 Springfield Road, Craigiebuckler, Aberdeen City",Nazia,Syme,,W,41,"42 Chalmers Court, Three Bridges, Inveraray",Greg,Brown,ROAD CONTRACTOR,,Lucy,Macphail,,Tyler,Syme,,,Miriam,Cooney,,SYNTHETIC DATA PRODUCED USING VALIPOP,19177,19164,19177,19164,15080,14523,14934,13875,19177,19164,14523,15080,13875,14934,NA,NA
6426,7,JULY,1931,"Blackhouse Peterhead ",Jakob,Lyon,SHIP CARPENTER,B,35,"38 Hill Place, Highland",Amina,Macphail,FARMER'S DAUR,W,35,"19 Airlie Court, Perth and Kinross",Alex,Lyon,VAGRANT FORMERLY WEAVER,,Emilie,Wilson,,Jordan,Macphail,FARMER OF 3000 ACRES EMPLOYING FOUR MEN,,Lauren,Ramsay,,SYNTHETIC DATA PRODUCED USING VALIPOP,19537,19524,19537,19524,17056,15195,16226,16035,19537,19524,15195,17056,16035,16226,NA,NA
6428,6,JANUARY,1931,"Highland",David,Hawthorne,PAINTER,B,41,"2 Whitehills Lane South, Cove Bay, Aberdeen City",Darcie,Burns,,S,33,"1 Northhill Park, Aberdeenshire",Thomas,Hawthorne,MUSLIN H L WEAVER,,Zoe,Broadfoot,,Edward,Burns,FARMER OF 160 ACRES EMP 5 M 2 WN,,Charlotte,Hawthorne,,SYNTHETIC DATA PRODUCED USING VALIPOP,18637,19804,18637,19804,15058,14419,16146,15529,18637,19804,14419,15058,15529,16146,NA,NA
6429,20,MARCH,1931,,Fabrizio,Sutherland,GARDENERS LAB,?,40,"2 Lethnot Place, Batties Den, Angus",Julia,Muir,,W,37,"6 Athol Court, Scaurs, Jedburgh",Andrew,Sutherland,SHOE MAKER,,Freya,Petrie,,Jordan,Muir,FARMER OF 2 ACRES,,Imogen,Logan,,SYNTHETIC DATA PRODUCED USING VALIPOP,19497,19760,19497,19760,15748,14667,15378,15193,19497,19760,14667,15748,15193,15378,NA,NA
6430,14,AUGUST,1931,"Croc North Ayrshire",Harry,Porter,AG LABOURER,B,30,"9 Clanranald Terrace, Highland",Hannah,Connelly,DOMESTIC SERVANT,D,31,"29 Hartrigge Crescent, Scaurs, Scottish Borders",Jamie,Porter,LABOURER,,Emma,Robb,,Max,Connelly,SALESMAN,,Kirsty,Syme,,SYNTHETIC DATA PRODUCED USING VALIPOP,20185,20122,20185,20122,15204,14511,17520,16861,20185,20122,14511,15204,16861,17520,NA,NA
6432,24,JANUARY,1931,"Blairmore Highland",Anish,Dalgarno,MINER,B,28,"2 Berryden Road, Meethill, Peterhead",Brianna,Martin,POWER LOOM WEAVER,W,30,"1 Montagu Street, Scottish Borders",Aadam,Dalgarno,RETIRED HOUSE BUILDER,,Katie,Syme,,Jordan,Martin,GENERAL MERCHANT,,Kate,Logan,,SYNTHETIC DATA PRODUCED USING VALIPOP,20615,20366,20615,20366,14894,14267,16056,15891,20615,20366,14267,14894,15891,16056,NA,NA
6433,14,MARCH,1931,"Heatherknowe Portlethen ",Charlie,Petrie,AG LB,B,24,"2 Megs Moss, Coplandhill, Aberdeenshire",Shannon,Rae,DOMESTIC SERVANT,S,29,"3 Roshven View, Highland",Bradley,Petrie,LABOURER,,Bethany,Johnson,,Harrison,Rae,FORESTER OF WOODS,,Kirsty,Hobson,,SYNTHETIC DATA PRODUCED USING VALIPOP,21261,20512,21261,20512,15738,15249,15950,14785,21261,20512,15249,15738,14785,15950,NA,NA
6434,11,SEPTEMBER,1931,,Samuel,Smith,GARDENER,?,41,"13 Greenside Park, The Holmes, Scottish Borders",Polly,Bull,,S,32,"1603 Castle Road, South Ayrshire",Max,Smith,BLAST FURNACEMAN IRON,,Natalia,Clark,,Connor,Bull,CARRIER,,Stephanie,Innes,,SYNTHETIC DATA PRODUCED USING VALIPOP,19291,20558,19291,20558,14796,13599,16794,13383,19291,20558,13599,14796,13383,16794,NA,NA
6435,17,NOVEMBER,1931,"North Ayrshire",Joe,Rae,LABOURER,B,35,"1 Lauderdale Drive, Allanbank, Lauder",Kimberley,Logan,TEACHER'S WIFE,W,30,"281 Golf Course Road, Girvan, South Ayrshire",Mason,Rae,MILLWRIGHT,,Demetria,Mcguire,,Adam,Logan,RETIRED IRONMONGER,,Farzana,Burns,,SYNTHETIC DATA PRODUCED USING VALIPOP,20029,20640,20029,20640,15100,13995,15648,12857,20029,20640,13995,15100,12857,15648,NA,NA
6436,17,MAY,1931,"Timmergreens Angus",Christopher,Innes,COTTON WEAVER,B,28,"47 Ard Struan Road, Highland",Mary,Spiers,,S,27,"3 Lochandhu Road, Argyll and Bute",James,Innes,TINSMITH,,Elizabeth,Anderson,,Ralph,Spiers,HORSE HIRER,,Kelsey,Fullarton,,SYNTHETIC DATA PRODUCED USING VALIPOP,20605,20888,20605,20888,14700,14121,17312,16923,20605,20888,14121,14700,16923,17312,NA,NA
6437,16,JUNE,1931,"Highland",Benjamin,Hobson,TAILOR'S SON,B,29,"2 Valley Crescent, Kincorth, Aberdeen City",Abigail,Hassan,,S,26,"240 The Paddock, East Lothian",Joshua,Hobson,CONTRACTOR OF WORKER,,Salma,Fullarton,,Thomas,Hassan,BLACK SMITH,,Anisa,Wilson,,SYNTHETIC DATA PRODUCED USING VALIPOP,20397,20894,20397,20894,16750,16759,17786,17685,20397,20894,16759,16750,17685,17786,NA,NA
6438,22,JULY,1931,"Cove Bay Aberdeen City",Ryan,Logan,LABOURER,B,30,"5 Hobshill Road, Aberdeenshire",Rachel,Webster,DAIRYMAID,S,27,"36 Gordon Brown Place, Highland",Nathan,Logan,FISHERMAN,,Eleanor,Bull,,Ryan,Webster,PLOUGHMAN,,Holly,Robinson,,SYNTHETIC DATA PRODUCED USING VALIPOP,20391,20860,20391,20860,16626,16147,16906,16727,20391,20860,16147,16626,16727,16906,NA,NA
6439,14,NOVEMBER,1931,"Harden Wick ",Jerrell,Kelman,SCHOLAR,B,19,"1 George Street, Wallacetown, Ayr",Charlotte,Porter,COTTON FACTORY WORKER,S,27,"3 Gearra Mor, Na h-Eileanan Siar",Patrick,Kelman,LABOURER (MASONS),,Olivia,Fullarton,,Joseph,Porter,CARTER,,Mary,Robertson,,SYNTHETIC DATA PRODUCED USING VALIPOP,22305,21004,22305,21004,18044,17657,16714,16285,22305,21004,17657,18044,16285,16714,NA,NA
6440,21,AUGUST,1931,"Allanbank Lauder ",Sebastian,Perry,AGR LABOURER,B,25,"66 St. Andrew's Gardens, Dalry, North Ayrshire",Sarah,Green,AG LABOURER,S,26,"1 Kepplestone Gardens, Seafield, Aberdeen City",Simon,Perry,BAKER (JOURNEYMAN),,Chloe,Fullarton,,Matthew,Green,ENGINE MAN (IRON MINER),,Rubie,Spiers,,SYNTHETIC DATA PRODUCED USING VALIPOP,21193,21016,21193,21016,17370,16645,16872,16283,21193,21016,16645,17370,16283,16872,NA,NA
6441,28,APRIL,1931,"Maybole South Ayrshire",Oliver,Keir,PLOUGHMAN,B,27,"1 Davaar Avenue, Calton, Campbeltown",Paige,Broadfoot,DOMESTIC SERVANT,S,26,"1 Heatherlie Park, Braw Gates House, Selkirk",Joshua,Keir,MINISTER OF RESCOBIE,,Kate,Hobson,,James,Broadfoot,LABOURER,,Lucy,Mcguire,,SYNTHETIC DATA PRODUCED USING VALIPOP,20857,20986,20857,20986,16768,15725,16644,16505,20857,20986,15725,16768,16505,16644,NA,NA
6442,9,MAY,1931,"Fife",Richard,Hogg,LAB SON,B,26,"3 Lagrannoch Drive, Braeleny Farm, Stirling",Samantha,Mccue,DOMESTIC SERVANT,S,27,"6 Holmfoot, Scottish Borders",Jamie,Hogg,FARMER,,Ebru,Connelly,,Jack,Mccue,FARMER OF 7 ACRES,,Cassandra,Buchan,,SYNTHETIC DATA PRODUCED USING VALIPOP,21015,20962,21015,20962,16920,16913,16000,16475,21015,20962,16913,16920,16475,16000,NA,NA
6443,12,OCTOBER,1931,"Highland",Paulo,Craig,HAIR DRESSER,B,37,"35 St. Fergus Road, Pulteneytown, Wick",Christina,Watson,,S,25,"2 Dales View Drive, Meethill, Peterhead",Mason,Craig,ROPE WORK HECKLER,,Alix,Jordan,,Lewis,Watson,WEAVER,,Caitlin,Ferguson,,SYNTHETIC DATA PRODUCED USING VALIPOP,19209,21040,19209,21040,15922,15605,17484,16765,19209,21040,15605,15922,16765,17484,NA,NA
6444,7,OCTOBER,1931,"Dumfries and Galloway",Curtis,Rooney,SMITH BLACK,B,38,"2 Budhmor Place, Portree, Highland",Charlotte,Mclaren,,S,25,"215 Scott Street, Scottish Borders",Callum,Rooney,LABOURER,,Abby,Neilson,,Lewis,Mclaren,COAL MINER,,Rebecca,Mclaren,,SYNTHETIC DATA PRODUCED USING VALIPOP,19013,20956,19013,20956,14706,14535,15996,14703,19013,20956,14535,14706,14703,15996,NA,NA
6445,30,AUGUST,1931,"Fife",Daniel,Webb,ENGINEER & FIREMAN GLASGOW FIRE BRIGADE,B,42,"1 Bankhead Crescent, Timmergreens, Angus",Katie,Connelly,FARMER'S NICE,S,26,"92 The Green, East Lothian",Liam,Webb,SHOEMAKER,,Georgia,Syme,,Alexander,Connelly,FISHERMAN,,Christina,Sutherland,,SYNTHETIC DATA PRODUCED USING VALIPOP,18633,21034,18633,21034,15056,15215,17512,16655,18633,21034,15215,15056,16655,17512,NA,NA
6446,29,JANUARY,1931,"Ellon Aberdeenshire",Ali,Hutcheson,GROCER,B,23,"2 Fisherton Avenue, Genoch Farm, South Ayrshire",Rachel,Doig,DRESSMAKER,D,24,"100 Carbost Hall Road, Highland",Andrew,Hutcheson,MASON,,Mari,Logan,,Alexander,Doig,IRONMONGER & BLACKSMITH EMPLOYS THREE MEN,,Shannon,Jordan,,SYNTHETIC DATA PRODUCED USING VALIPOP,21281,21106,21281,21106,16188,14781,15948,14651,21281,21106,14781,16188,14651,15948,NA,NA
6447,2,JULY,1931,"West End Scottish Borders",Lukas,Robb,CATTLE DEALER,B,48,"1 Miller Avenue, Girvan, South Ayrshire",Emily,Aitchison,MILLINER,W,27,"5 Ceàrn Ròmasdail, Portree, Highland",Ryan,Robb,TAILOR,,Brittany,Mccormick,,Adam,Aitchison,FARMER OF 38 ACRES EMPLOYING 1 MAN,,Amy,Mcguire,,SYNTHETIC DATA PRODUCED USING VALIPOP,18225,21108,18225,21108,14938,14515,16040,16303,18225,21108,14515,14938,16303,16040,NA,NA
6448,14,MARCH,1931,"Cove Bay Aberdeen City",Aled,Hutcheson,FISHERMAN,B,24,"2 Newpark Road, Borestone, Stirling",Imogen,Main,,W,24,"8 Gordon Brown Place, Highland",Robert,Hutcheson,PLOUGHMAN,,Katie,Connelly,,Liam,Main,GARDENER (MASTER) EMP 1 MAN,,Molly,Mcmillan,,SYNTHETIC DATA PRODUCED USING VALIPOP,21349,21258,21349,21258,17654,16787,15784,16339,21349,21258,16787,17654,16339,15784,NA,NA
6449,22,APRIL,1931,"Highland",Patrick,Clow,SCHOLAR,B,17,"1 Forsyth Road, Aberdeenshire",Brydie,Mclachlan,OUT WORKER,S,23,"111 Upper Loan Park, Allanbank, Lauder",Lewis,Clow,POST RUNNER,,Layna,Wilson,,Thomas,Mclachlan,AG LAB,,Jessica,Burns,,SYNTHETIC DATA PRODUCED USING VALIPOP,22255,21482,22255,21482,17304,16229,17016,16451,22255,21482,16229,17304,16451,17016,NA,NA
6450,29,MAY,1931,"Highland",Abdul,Hobson,PLOUGHMAN,B,29,"2 Dales View Place, Meethill, Peterhead",Amy,Ferguson,LOOM WEAVER,S,23,"568 Rathad an Duin, Na h-Eileanan Siar",Ryan,Hobson,BREWER & INNKEEPER,,India,Cooney,,Reuben,Ferguson,JOINER (JOURNEYMAN),,Charlotte,Smith,,SYNTHETIC DATA PRODUCED USING VALIPOP,20701,21496,20701,21496,16758,15059,17320,17171,20701,21496,15059,16758,17171,17320,NA,NA
6451,25,FEBRUARY,1931,"Three Bridges Inveraray ",Harry,Perry,SCHOLAR,B,18,"18 Castlemains Place, East Lothian",Sofia,Robinson,OUT DOOR WORKER,S,21,"23 Hartrigge Crescent, Scaurs, Scottish Borders",Caleb,Perry,FISHERMAN,,Elinor,Brown,,Connor,Robinson,COOPER & SPIRIT DEALER,,Kiran,Paterson,,SYNTHETIC DATA PRODUCED USING VALIPOP,22099,21598,22099,21598,17238,16233,16656,16941,22099,21598,16233,17238,16941,16656,NA,NA
6452,6,MARCH,1931,"Highland",Roman,Hart,,B,19,"5 Priory Crescent, Warddykes, Arbroath",Megan,Johnstone,,S,23,"15 Kinneil Park, Croc, North Ayrshire",Steven,Hart,MASON,,Hollie,Ramsay,,Ashley,Johnstone,HOTEL KEEPER,,Emily,Bull,,SYNTHETIC DATA PRODUCED USING VALIPOP,22087,21590,22087,21590,17008,16469,16276,15929,22087,21590,16469,17008,15929,16276,NA,NA
6453,14,DECEMBER,1931,"South Ayrshire",Matthew,Leishman,SCHOLAR,B,20,"634 Manse Road, North Ayrshire",Jasmina,Fell,,S,21,"8 Orchard Park, Lessudden House, Scottish Borders",Ubaid,Leishman,CARTER TO COAL COMPANY'S,,Ruth,Spiers,,Jake,Fell,CLOTH INSPECTOR,,Emma,Hay,,SYNTHETIC DATA PRODUCED USING VALIPOP,21799,21686,21799,21686,17442,17529,18028,17617,21799,21686,17529,17442,17617,18028,NA,NA
6454,17,JANUARY,1931,"Meethill Peterhead ",Jay,Donald,SCHOLAR,B,19,"3 Haremoss Drive, Heatherknowe, Portlethen",Hayley,Muir,FUND HOLDER,S,21,"16 Dail a' Chladaich, Highland",Ramone,Donald,AG LAB,,Lucy,Wilson,,Luke,Muir,SHEPHERD,,Lucy,Rae,,SYNTHETIC DATA PRODUCED USING VALIPOP,21915,21664,21915,21664,16584,16077,17826,18209,21915,21664,16077,16584,18209,17826,NA,NA
6456,2,MAY,1931,"Drumardoch Farm Callander ",Thomas,Campbell,CLERK TELEGRAPH COY,B,25,"1 The Dean, East Lothian",Emily,Mowbray,NONE,S,21,"3 Leideag, Na h-Eileanan Siar",Harry,Campbell,LAWYER OR LABOURER,,Chloe,Smith,,Usman,Mowbray,BOOKSELLER,,Mikayla,Sutherland,,SYNTHETIC DATA PRODUCED USING VALIPOP,20817,21564,20817,21564,16054,13487,15756,15635,20817,21564,13487,16054,15635,15756,NA,NA
