ID,family,marriage,child's forname(s),child's surname,birth day,birth month,birth year,address,sex,father's forename,father's surname,father's occupation,mother's forename,mother's maiden surname,mother's occupation,day of parents' marriage,month of parents' marriage,year of parents' marriage,place of parent's marriage,illegit,notes,Death,CHILD_IDENTITY,MOTHER_IDENTITY,FATHER_IDENTITY,DEATH_RECORD_IDENTITY,PARENT_MARRIAGE_RECORD_IDENTITY,FATHER_BIRTH_RECORD_IDENTITY,MOTHER_BIRTH_RECORD_IDENTITY,MARRIAGE_RECORD_IDENTITY1,MARRIAGE_RECORD_IDENTITY2,MARRIAGE_RECORD_IDENTITY3,MARRIAGE_RECORD_IDENTITY4,MARRIAGE_RECORD_IDENTITY5,MARRIAGE_RECORD_IDENTITY6,MARRIAGE_RECORD_IDENTITY7,MARRIAGE_RECORD_IDENTITY8,IMMIGRANT_GENERATION
6487,1326,1326,Paul,Murray,5,JANUARY,1783,"9 Balgibbon Drive, Braeleny Farm, Callander",M,Thomas,Murray,CLERK (COMMISSION AGENTS),Bethany,Mclaren,PIECENER (COTTON MILL),8,JUNE,1780,"Braeleny Farm Callander ",,SYNTHETIC DATA PRODUCED USING VALIPOP,6487,6487,4688,4307,6487,1326,4307,4688,1889,,,,,,,,NA
6489,1328,1328,Connor,Johnson,24,JANUARY,1783,"3 Hebridean Gardens, Crieff, Perth and Kinross",M,Thomas,Johnson,FRENCH POLISHER,Megan,Haig,POWER LOOM YARN WEAVER,29,JUNE,1779,"Crieff Perth and Kinross",,SYNTHETIC DATA PRODUCED USING VALIPOP,6489,6489,4744,4583,6489,1328,4583,4744,1894,,,,,,,,NA
6491,1330,1330,Samuel,Hogg,13,MARCH,1783,"3 Lagrannoch Drive, Braeleny Farm, Stirling",M,John,Hogg,PLOUGHMAN,Kate,Millar,DOMESTIC SERV,29,JANUARY,1780,"Braeleny Farm Stirling",,SYNTHETIC DATA PRODUCED USING VALIPOP,6491,6491,4736,4499,6491,1330,4499,4736,2080,,,,,,,,NA
6493,1332,1332,Joseph,Main,3,JUNE,1783,"10 The Croft, The Holmes, Scottish Borders",M,Eric,Main,AGR LABOURER,Kasey,Young,SERVT,1,DECEMBER,1779,"The Holmes Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,6493,6493,4756,4571,6493,1332,4571,4756,1861,,,,,,,,NA
6495,1238,1238,Ethan,Mcguire,11,SEPTEMBER,1783,"16 St Molios Park, Croc, North Ayrshire",M,Alexander,Mcguire,ENGINEER FITTER,Melissa,Green,STEAM LOOM WEAVER,14,JANUARY,1779,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6495,6495,4738,4131,6495,1238,4131,4738,2085,,,,,,,,NA
6497,1335,1335,Connor,Aitken,27,MAY,1783,"102 Brunton Park, Manse, Scottish Borders",M,Mohammad,Aitken,PLASTERER,Aishah,Young,,24,DECEMBER,1781,"Manse Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,6497,6497,4724,3603,6497,1335,3603,4724,1911,,,,,,,,NA
6499,1336,1336,Rickie,Leishman,28,SEPTEMBER,1783,"8 Castle Road, Genoch Farm, South Ayrshire",M,Joseph,Leishman,SHOE WAREHOUSMAN,Coleen,Wilson,SCHOLAR,24,JULY,1783,"Genoch Farm South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6499,6499,4974,4219,6499,1336,4219,4974,1973,,,,,,,,NA
6625,1228,1228,Wesley,Mckinlay,14,OCTOBER,1785,"37 Gordon Brown Place, Highland",M,Charlie,Mckinlay,HAWKER,Abigail,Petrie,MILL WORKER,9,FEBRUARY,1774,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,6625,6625,4152,2845,6625,1228,2845,4152,2223,,,,,,,,NA
6627,1227,1227,Jay,Fullarton,27,MAY,1785,"2 Ettrick Drive, Moffat, Dumfries and Galloway",M,Alexander,Fullarton,LACEMAN & MILLINER,Kira,Mackenzie,,7,NOVEMBER,1776,"Moffat Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,6627,6627,4154,3713,6627,1227,3713,4154,2232,,,,,,,,NA
6629,1196,1196,Daniel,Fullarton,15,NOVEMBER,1785,"1 Dal nan Each, Highland",M,Stuart,Fullarton,ACCOUNTANT & PROPERTY AGENT,Alice,Burns,DOMESTIC SERV,25,APRIL,1774,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,6629,6629,4220,3387,6629,1196,3387,4220,2127,,,,,,,,NA
6631,1362,1362,James,Wales,4,AUGUST,1785,"2 Lochandhu Road, Argyll and Bute",M,Benjamin,Wales,CABINET MAKER,Jenny,Haig,DRESSMAKER,9,JULY,1782,"Argyll and Bute",,SYNTHETIC DATA PRODUCED USING VALIPOP,6631,6631,4302,4313,6631,1362,4313,4302,,,,,,,,,NA
6633,1236,1236,Connor,Mclachlan,21,FEBRUARY,1785,"7 The Croft, The Holmes, Scottish Borders",M,Bertram,Mclachlan,AG LAB,Laura,Hay,DOMESTIC SERVANT,15,OCTOBER,1774,"The Holmes Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,6633,6633,4314,3431,6633,1236,3431,4314,2031,,,,,,,,NA
6635,1298,1298,Kieron,Taylor,30,NOVEMBER,1785,"39 Gordon Brown Place, Highland",M,Joseph,Taylor,FLESHER (JOURNEYMAN),Kimberley,Kerr,,21,NOVEMBER,1778,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,6635,6635,4344,4023,6635,1298,4023,4344,2158,2915,,,,,,,NA
6637,1319,1319,Oliver,Adamson,8,MARCH,1785,"3 Hartrigge Crescent, Scaurs, Scottish Borders",M,Harjeet,Adamson,LABOURER (DRAINER),Rachel,Paterson,FLAX SPINNER,17,OCTOBER,1780,"Scaurs Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,6637,6637,4358,3723,6637,1319,3723,4358,2164,,,,,,,,NA
6639,1299,1299,Tobias,Cameron,8,AUGUST,1785,"1 Farm House Lane, South Lanarkshire",M,Jonathan,Cameron,TAILOR,Deeva,Aitkenhead,DOMESTIC SERV,26,OCTOBER,1779,"South Lanarkshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6639,6639,4354,4275,6639,1299,4275,4354,2030,,,,,,,,NA
6641,1113,1113,Benjamin,Robinson,18,AUGUST,1785,"1 Glebe Crescent, Maybole, South Ayrshire",M,Shaun,Robinson,,Abby,Innes,SERVANT,4,APRIL,1774,,,SYNTHETIC DATA PRODUCED USING VALIPOP,6641,6641,4386,4117,6641,1113,4117,4386,2044,,,,,,,,NA
6643,1301,1301,Matthew,Beck,10,OCTOBER,1785,"103 Cartland Avenue, Crawforddyke, Carluke",M,Jacob,Beck,TOBACCO SPINNER,Ruth,Aitkenhead,MILL WORKER,12,JANUARY,1780,"Crawforddyke Carluke ",,SYNTHETIC DATA PRODUCED USING VALIPOP,6643,6643,4494,4533,6643,1301,4533,4494,2406,,,,,,,,NA
6645,1300,1300,Samuel,Hay,7,JULY,1785,"1 Wingate Avenue, Dalry, North Ayrshire",M,Elliott,Hay,CLERK IN GRAIN STORE,Chloe,Patterson,HOUSE SERV,19,MAY,1780,"Dalry North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6645,6645,4536,4575,6645,1300,4575,4536,2122,,,,,,,,NA
6647,1257,1257,Cameron,Clow,13,SEPTEMBER,1785,"1 Castle Road, Genoch Farm, South Ayrshire",M,Joe,Clow,HOUSE PAINTER (JOURNEYMAN),Ellie,Jamieson,DOMESTIC SERV,10,JANUARY,1777,"Genoch Farm South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6647,6647,4480,4521,6647,1257,4521,4480,2372,,,,,,,,NA
6649,1365,1365,Luke,Little,17,JUNE,1785,"1 Fort Argyll Road, Campbeltown, Argyll and Bute",M,Jack,Little,SEAMAN,Sophie,Wilson,DOMESTIC SEVAN,11,NOVEMBER,1782,"Campbeltown Argyll and Bute",,SYNTHETIC DATA PRODUCED USING VALIPOP,6649,6649,4666,4899,6649,1365,4899,4666,2009,,,,,,,,NA
6651,1367,1367,Usman,Scott,1,JANUARY,1785,"2 Hatton Green, Stenton, Glenrothes",M,Harry,Scott,FARMER SON,Eleanor,Paterson,GENERAL SERV,16,DECEMBER,1781,"Stenton Glenrothes ",,SYNTHETIC DATA PRODUCED USING VALIPOP,6651,6651,4672,4449,6651,1367,4449,4672,2110,,,,,,,,NA
6653,1369,1369,Jake,Anderson,25,JUNE,1785,"1 Crawford Place, South Parks, Glenrothes",M,Martin,Anderson,COAL MINER,Bethany,Fleming,MILL WORKER,18,FEBRUARY,1782,"South Parks Glenrothes ",,SYNTHETIC DATA PRODUCED USING VALIPOP,6653,6653,4642,4539,6653,1369,4539,4642,2081,2239,,,,,,,NA
6655,1353,1353,Simeon,Kerr,27,JULY,1785,"10 Castle Road, Genoch Farm, South Ayrshire",M,Conor,Kerr,COAL MINER,Kristy,Clow,DOMESTIC SERV,28,DECEMBER,1780,"Genoch Farm South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6655,6655,4824,3883,6655,1353,3883,4824,2281,,,,,,,,NA
6657,1370,1370,Charles,Connelly,20,JULY,1785,"6 Glen Finglas Road, Stirling",M,Evan,Connelly,COAL MINER,Lydia,Mcmurray,LINEN FACTORY OPERATIVE,21,AUGUST,1781,"Stirling",,SYNTHETIC DATA PRODUCED USING VALIPOP,6657,6657,4868,4735,6657,1370,4735,4868,1971,,,,,,,,NA
6659,1372,1372,Lewis,Mclaren,12,OCTOBER,1785,"4 Strand Court, Auchterarder, Perth and Kinross",M,Oliver,Mclaren,GENERAL DRAPER,Bridget,Pollock,,18,AUGUST,1782,"Auchterarder Perth and Kinross",,SYNTHETIC DATA PRODUCED USING VALIPOP,6659,6659,4912,4919,6659,1372,4919,4912,2071,,,,,,,,NA
6661,1374,1374,Oliver,Ferguson,1,APRIL,1785,"7 Glen Finglas Road, Stirling",M,Liam,Ferguson,FERRYMAN,Keeley,Brown,DOMESTIC SERVANT,20,APRIL,1781,"Stirling",,SYNTHETIC DATA PRODUCED USING VALIPOP,6661,6661,4862,4905,6661,1374,4905,4862,2190,,,,,,,,NA
6663,1308,1308,Callum,Reid,31,AUGUST,1785,"6 Cora Linn Court, North Ayrshire",M,Tomos,Reid,DOMESTIC SERV,Jessica,Ewen,SEAMSTRESS,23,AUGUST,1781,"North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6663,6663,4876,4645,6663,1308,4645,4876,2189,,,,,,,,NA
6665,1355,1355,Rhys,Clark,30,JULY,1785,"9 Common Road, Cellardyke, Fife",M,James,Clark,HOUSE PAINTER,Hannah,Melville,EMPLOYED AT HOME,23,FEBRUARY,1784,"Cellardyke Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,6665,6665,4890,4569,6665,1355,4569,4890,1878,,,,,,,,NA
6667,1309,1309,Benjamin,Anderson,31,JULY,1785,"1 The Croft, The Holmes, Scottish Borders",M,Ashley,Anderson,PLOUGHMAN,Effie,Holden,DOMESTIC SERVANT,9,DECEMBER,1781,"The Holmes Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,6667,6667,4926,4687,6667,1309,4687,4926,2002,,,,,,,,NA
6669,1376,1376,James,Mckinlay,25,MARCH,1785,"44 Ard Struan Road, Highland",M,Lewis,Mckinlay,LINNEN WEAVER,Maria,Millar,SCHOLAR,12,OCTOBER,1784,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,6669,6669,4958,5229,6669,1376,5229,4958,2363,,,,,,,,NA
6755,1309,1309,Thomas,Anderson,1,MAY,1786,"1 The Croft, The Holmes, Scottish Borders",M,Ashley,Anderson,PLOUGHMAN,Effie,Holden,DOMESTIC SERVANT,9,DECEMBER,1781,"The Holmes Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,6755,6755,4926,4687,6755,1309,4687,4926,2258,,,,,,,,NA
6757,1397,1397,Rhys,Clark,13,AUGUST,1786,"1 Burnside Place, Anstruther Easter, Anstruther",M,Patrick,Clark,MASON,Mia,Gibb,SCHOLAR,6,NOVEMBER,1785,"Anstruther Easter Anstruther ",,SYNTHETIC DATA PRODUCED USING VALIPOP,6757,6757,5128,4727,6757,1397,4727,5128,2310,,,,,,,,NA
6759,1399,1399,Micheal,Logan,24,NOVEMBER,1786,"3 The Green, Swinton Dene, Scottish Borders",M,Owen,Logan,BLACKSMITH (AP),Aisha,Sinclair,SCHOLAR,13,FEBRUARY,1786,"Swinton Dene Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,6759,6759,5406,4675,6759,1399,4675,5406,1919,,,,,,,,NA
6819,1322,1322,Oscar,Gibb,16,JANUARY,1787,"86 Royal Avenue, Stranraer, Dumfries and Galloway",M,Rhys,Gibb,SHOEMAKER,Rosie,Mckillop,AG LABOURER WIFE,8,OCTOBER,1780,"Stranraer Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,6819,6819,4458,4677,6819,1322,4677,4458,2007,,,,,,,,NA
6821,1323,1323,Joseph,Young,15,FEBRUARY,1787,"1 Dingleton Loan, Abbotsmeadow, Melrose",M,Miles,Young,GROOM,Catherine,Greenwood,,27,APRIL,1781,"Abbotsmeadow Melrose ",,SYNTHETIC DATA PRODUCED USING VALIPOP,6821,6821,4424,4765,6821,1323,4765,4424,2204,,,,,,,,NA
6823,1414,1414,Luke,Smart,13,JUNE,1787,"2 Doocot Road, Northbank Farm Steadings, Fife",M,Arian,Smart,COMMERCIAL CLERK,Bethany,Ewen,,29,JULY,1784,"Northbank Farm Steadings Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,6823,6823,4434,4975,6823,1414,4975,4434,2625,,,,,,,,NA
6825,1306,1306,Dale,Burns,7,MARCH,1787,"6 Orchard Park, Lessudden House, Scottish Borders",M,George,Burns,AG LAB,Lauren,Jordan,,29,MAY,1781,"Lessudden House Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,6825,6825,4506,4665,6825,1306,4665,4506,2224,,,,,,,,NA
6827,1415,1415,Myles,Johnstone,3,JUNE,1787,"44 Farrochie Park, Glenury, Aberdeenshire",M,Kane,Johnstone,ASSISISTANT HOME DEALER,Faaiza,Connelly,,11,JULY,1784,"Glenury Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6827,6827,4746,4907,6827,1415,4907,4746,2057,,,,,,,,NA
6829,1417,1417,Samuel,Hart,4,MAY,1787,"1 Dunrobin Street, Highland",M,Jake,Hart,ENGINEER,Anmol,Patterson,,22,NOVEMBER,1783,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,6829,6829,4842,5071,6829,1417,5071,4842,2438,,,,,,,,NA
6831,1419,1419,Aidan,Clark,11,FEBRUARY,1787,"1 Megs Moss, Coplandhill, Aberdeenshire",M,Isaac,Clark,COAL MINER,Anneliese,Mcmillan,,18,NOVEMBER,1783,"Coplandhill Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6831,6831,4830,4573,6831,1419,4573,4830,2243,2604,,,,,,,NA
6833,1352,1352,Gareth,Jackson,7,APRIL,1787,"3 Glen Finglas Road, Stirling",M,Jack,Jackson,COTTON WEAVER,Amy,Young,HOUSEKEEPER,8,JULY,1780,"Stirling",,SYNTHETIC DATA PRODUCED USING VALIPOP,6833,6833,4822,3931,6833,1352,3931,4822,2396,,,,,,,,NA
6835,1372,1372,Michael,Mclaren,18,JULY,1787,"4 Strand Court, Auchterarder, Perth and Kinross",M,Oliver,Mclaren,GENERAL DRAPER,Bridget,Pollock,,18,AUGUST,1782,"Auchterarder Perth and Kinross",,SYNTHETIC DATA PRODUCED USING VALIPOP,6835,6835,4912,4919,6835,1372,4919,4912,2079,,,,,,,,NA
6837,1420,1420,Harry,Innes,22,DECEMBER,1787,"37 Park View, Wilton Dean, Scottish Borders",M,Daniel,Innes,COMMERCIAL CLERK,Chloe,Hobson,DOMESTIC SERVANT,27,SEPTEMBER,1784,"Wilton Dean Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,6837,6837,4990,4827,6837,1420,4827,4990,2042,,,,,,,,NA
6839,1422,1422,Jeffrey,Smith,17,JANUARY,1787,"68 Dail a' Chladaich, Highland",M,Rayyan,Smith,PRIVATE,Nicole,Tariq,DOMESTIC SERVANT,16,JULY,1783,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,6839,6839,4968,5077,6839,1422,5077,4968,1937,,,,,,,,NA
6841,1424,1424,Lewis,Smith,17,MAY,1787,"52 Ard Struan Road, Highland",M,Christopher,Smith,SHOE MAKER,Jesse,Fell,AG WORKER,21,APRIL,1784,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,6841,6841,5004,4689,6841,1424,4689,5004,2400,,,,,,,,NA
6843,1426,1426,Phillip,Perry,8,AUGUST,1787,"6 Weirgate Way, Lessudden House, Scottish Borders",M,Ryan,Perry,PLOUGHMAN,Christina,O'donnell,SCHOLAR,30,JUNE,1785,"Lessudden House Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,6843,6843,5272,5045,6843,1426,5045,5272,1963,,,,,,,,NA
6905,1279,1279,Alexander,Mackenzie,17,MARCH,1788,"9 The Croft, The Holmes, Scottish Borders",M,Patrick,Mackenzie,PLOUGHMAN,Sophie,Robb,,22,JULY,1778,"The Holmes Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,6905,6905,4582,4591,6905,1279,4591,4582,2086,,,,,,,,NA
6907,1199,1199,Richard,Howie,23,MAY,1788,"3 Strand Court, Auchterarder, Perth and Kinross",M,Corey,Howie,HOUSE CARPENTER,Rebecca,Mccluskey,DOMESTIC SERV,19,JANUARY,1777,"Auchterarder Perth and Kinross",,SYNTHETIC DATA PRODUCED USING VALIPOP,6907,6907,4594,4347,6907,1199,4347,4594,2069,,,,,,,,NA
6909,1435,1435,Dean,Garland,10,JUNE,1788,"1 Greenside Park, The Holmes, Scottish Borders",M,Conor,Garland,GAMEKEEPER,Sasha,Hay,AG LAB,11,FEBRUARY,1785,"The Holmes Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,6909,6909,4732,3911,6909,1435,3911,4732,2242,,,,,,,,NA
6911,1419,1419,Jack,Clark,3,SEPTEMBER,1788,"1 Megs Moss, Coplandhill, Aberdeenshire",M,Isaac,Clark,COAL MINER,Anneliese,Mcmillan,,18,NOVEMBER,1783,"Coplandhill Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6911,6911,4830,4573,6911,1419,4573,4830,2300,,,,,,,,NA
6913,1436,1436,Lewis,Garland,29,MAY,1788,"1 Glasdrum Avenue, Upper Achintore, Fort William",M,Matthew,Garland,SCHOLAR,Lauren,Burns,EMBROIDERER,10,DECEMBER,1785,"Upper Achintore Fort William ",,SYNTHETIC DATA PRODUCED USING VALIPOP,6913,6913,4900,4775,6913,1436,4775,4900,2468,,,,,,,,NA
6915,1438,1438,Nathaniel,White,15,NOVEMBER,1788,"1 Balmanno Green, Stenton, Fife",M,Harry,White,WORKS AT DYING,Lucy,Connelly,FLESHERS SHOP KEEPER,30,JULY,1785,"Stenton Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,6915,6915,4874,4365,6915,1438,4365,4874,1985,,,,,,,,NA
6917,1371,1371,Kane,Mckillop,14,DECEMBER,1788,"1 Saint Johns Road, Claggan, Highland",M,Christopher,Mckillop,LINEN DRAPER'S ASSISTANT,Jessica,Mcgarva,DOMESTIC SERVANT,14,JULY,1781,"Claggan Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,6917,6917,4888,4773,6917,1371,4773,4888,2112,,,,,,,,NA
6919,1422,1422,Dominic,Smith,30,JUNE,1788,"68 Dail a' Chladaich, Highland",M,Rayyan,Smith,PRIVATE,Nicole,Tariq,DOMESTIC SERVANT,16,JULY,1783,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,6919,6919,4968,5077,6919,1422,5077,4968,2361,,,,,,,,NA
6921,1336,1336,Ieuan,Leishman,29,OCTOBER,1788,"8 Castle Road, Genoch Farm, South Ayrshire",M,Joseph,Leishman,MANUFACTR CHEMIST,Coleen,Wilson,SERVANT DOMESTIC,24,JULY,1783,"Genoch Farm South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6921,6921,4974,4219,6921,1336,4219,4974,2178,,,,,,,,NA
6923,1442,1442,Ryan,Smith,23,FEBRUARY,1788,"14 Tom na Faidhir, Claggan, Highland",M,Johnathan,Smith,FORGING SMITH,Bryony,Burns,HARNESS PLAID WEAVER,1,JULY,1785,"Claggan Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,6923,6923,5054,4929,6923,1442,4929,5054,1860,,,,,,,,NA
6925,1444,1444,Adrian,Clark,4,AUGUST,1788,"9 Cora Linn Court, North Ayrshire",M,Joseph,Clark,PLOUGHMAN,Emily,Stewart,,8,MARCH,1785,"North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6925,6925,5038,4515,6925,1444,4515,5038,2254,,,,,,,,NA
6927,1397,1397,Thomas,Clark,1,JULY,1788,"1 Burnside Place, Anstruther Easter, Anstruther",M,Patrick,Clark,MASON,Mia,Gibb,FLAX FACTORY WORKER,6,NOVEMBER,1785,"Anstruther Easter Anstruther ",,SYNTHETIC DATA PRODUCED USING VALIPOP,6927,6927,5128,4727,6927,1397,4727,5128,2246,3358,,,,,,,NA
6995,1351,1351,Jake,Paterson,14,NOVEMBER,1789,"2 Piedmont Road, Girvan, South Ayrshire",M,Oliver,Paterson,COAL MINER,Rhianne,Brand,HOUSE KEEPER,12,MAY,1784,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,6995,6995,4820,4069,6995,1351,4069,4820,,,,,,,,,NA
6997,1437,1437,Elliott,Mcclure,6,MAY,1789,"1 Forebraes, Alloa, Clackmannanshire",M,Ryan,Mcclure,PRIVATE,Ella,Wilson,,13,SEPTEMBER,1785,"Alloa Clackmannanshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6997,6997,4910,4581,6997,1437,4581,4910,2039,,,,,,,,NA
6999,1307,1307,Adam,Innes,26,FEBRUARY,1789,"8 Balgibbon Drive, Braeleny Farm, Callander",M,Oliver,Innes,LABOURER,Fatima,Burns,DOMESTIC SERVANT,14,OCTOBER,1781,"Braeleny Farm Callander ",,SYNTHETIC DATA PRODUCED USING VALIPOP,6999,6999,4878,4525,6999,1307,4525,4878,2091,,,,,,,,NA
7001,1460,1460,Ryan,Mcgarva,9,SEPTEMBER,1789,"4 Monamore Place, Croc, North Ayrshire",M,Kieran,Mcgarva,MASON,Bethany,Brown,DRESS MAKER,2,NOVEMBER,1787,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,7001,7001,4996,4969,7001,1460,4969,4996,2427,,,,,,,,NA
7003,1462,1462,Jack,Sutherland,29,DECEMBER,1789,"208 Newton Crescent, Batties Den, Carnoustie",M,Fabian,Sutherland,AGRICULTURAL LABOURER,Laura,Webster,DOMESTIC SERVANT,8,JULY,1785,"Batties Den Carnoustie ",,SYNTHETIC DATA PRODUCED USING VALIPOP,7003,7003,4994,4843,7003,1462,4843,4994,2264,,,,,,,,NA
7005,1424,1424,James,Smith,25,JULY,1789,"52 Ard Struan Road, Highland",M,Christopher,Smith,SHOE MAKER,Jesse,Fell,AG WORKER,21,APRIL,1784,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,7005,7005,5004,4689,7005,1424,4689,5004,2104,,,,,,,,NA
7007,1463,1463,Earl,White,31,AUGUST,1789,"67 Church Lane, South Lanarkshire",M,Peter,White,FISHERMAN,Ashleigh,Murray,MILLINER,23,JULY,1785,"South Lanarkshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,7007,7007,5160,5133,7007,1463,5133,5160,2326,,,,,,,,NA
7009,1397,1397,Edward,Clark,1,SEPTEMBER,1789,"1 Burnside Place, Anstruther Easter, Anstruther",M,Patrick,Clark,MASON,Mia,Gibb,FLAX FACTORY WORKER,6,NOVEMBER,1785,"Anstruther Easter Anstruther ",,SYNTHETIC DATA PRODUCED USING VALIPOP,7009,7009,5128,4727,7009,1397,4727,5128,2644,,,,,,,,NA
7011,1466,1466,Dean,Lyon,7,APRIL,1789,"9 Glencraig Place, Croc, North Ayrshire",M,Oliver,Lyon,BLACKSMITH (?),Fahmida,Spiers,DOMES SERV,1,NOVEMBER,1786,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,7011,7011,5220,5189,7011,1466,5189,5220,1893,,,,,,,,NA
7013,1468,1468,Adil,O'connor,16,JUNE,1789,"94 The Green, East Lothian",M,Kieran,O'connor,LABOURER IN FORGE,Poppy,Anderson,DOM SERV,27,MARCH,1786,"East Lothian",,SYNTHETIC DATA PRODUCED USING VALIPOP,7013,7013,5196,4731,7013,1468,4731,5196,2293,,,,,,,,NA
7015,1470,1470,Matthew,O'donnell,25,FEBRUARY,1789,"1 Cospatrick Court, The Lees, Coldstream",M,Charlie,O'donnell,LABOURER IN PRINT WORK,Ella,Mcgowan,DOMESTIC SERVANT,17,MAY,1785,"The Lees Coldstream ",,SYNTHETIC DATA PRODUCED USING VALIPOP,7015,7015,5176,3801,7015,1470,3801,5176,2299,,,,,,,,NA
7017,1471,1471,Thomas,Little,18,MARCH,1789,"11 Common Road, Cellardyke, Fife",M,Connor,Little,SOLDIER,Emma,Waugh,SCHOLAR,7,SEPTEMBER,1787,"Cellardyke Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,7017,7017,5302,4671,7017,1471,4671,5302,2073,,,,,,,,NA
7087,1488,1488,Dominic,Young,7,MARCH,1790,"1 Swanson Drive, Harden, Wick",M,Anthony,Young,ENGINE SMITH,Demi,Innes,,5,NOVEMBER,1787,"Harden Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,7087,7087,4828,5201,7087,1488,5201,4828,2527,,,,,,,,NA
7089,1419,1419,Quincy,Clark,8,AUGUST,1790,"1 Megs Moss, Coplandhill, Aberdeenshire",M,Isaac,Clark,COAL MINER,Anneliese,Mcmillan,,18,NOVEMBER,1783,"Coplandhill Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,7089,7089,4830,4573,7089,1419,4573,4830,2338,,,,,,,,NA
7091,1372,1372,Jay,Mclaren,5,JUNE,1790,"4 Strand Court, Auchterarder, Perth and Kinross",M,Oliver,Mclaren,GENERAL DRAPER,Bridget,Pollock,,18,AUGUST,1782,"Auchterarder Perth and Kinross",,SYNTHETIC DATA PRODUCED USING VALIPOP,7091,7091,4912,4919,7091,1372,4919,4912,2006,,,,,,,,NA
7093,1371,1371,Robert,Mckillop,11,FEBRUARY,1790,"1 Saint Johns Road, Claggan, Highland",M,Christopher,Mckillop,LINEN DRAPER'S ASSISTANT,Jessica,Mcgarva,DOMESTIC SERVANT,14,JULY,1781,"Claggan Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,7093,7093,4888,4773,7093,1371,4773,4888,2034,,,,,,,,NA
7095,1370,1370,Mohamed,Connelly,30,DECEMBER,1790,"6 Glen Finglas Road, Stirling",M,Evan,Connelly,COAL MINER,Lydia,Mcmurray,LINEN FACTORY OPERATIVE,21,AUGUST,1781,"Stirling",,SYNTHETIC DATA PRODUCED USING VALIPOP,7095,7095,4868,4735,7095,1370,4735,4868,2153,,,,,,,,NA
7097,1373,1373,Nathan,Brand,31,MARCH,1790,"6 Monamore Place, Croc, North Ayrshire",M,Tyler,Brand,LABOURER,Chloe,Ruddy,,23,NOVEMBER,1781,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,7097,7097,4916,4753,7097,1373,4753,4916,,,,,,,,,NA
