ID,forename(s) of deceased,surname of deceased,occupation,marital status,sex,name of spouse,spouse's occ,day,month,year,address,age at death,father's forename,father's surname,father's occupation,if father deceased,mother's forename,mother's maiden surname,mother's occupation,if mother deceased,death code A,death code B,death code C,notes1,Birth,mar,DECEASED_IDENTITY,MOTHER_IDENTITY,FATHER_IDENTITY,SPOUSE_IDENTITY,BIRTH_RECORD_IDENTITY,PARENT_MARRIAGE_RECORD_IDENTITY,FATHER_BIRTH_RECORD_IDENTITY,MOTHER_BIRTH_RECORD_IDENTITY,SPOUSE_MARRIAGE_RECORD_IDENTITY,SPOUSE_BIRTH_RECORD_IDENTITY,IMMIGRANT_GENERATION
7007,Earl,White,FARMER OF 25 ACRES EMPLOYING (1 MAN 1 BOY AND 1 GIRL),W,M,Leia Patterson,LAUNDRESS,15,SEPTEMBER,1870,"4 Arranton Place, Croc, North Ayrshire",81,Peter,White,,D,Ashleigh,Murray,,D,R54.05,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7007,2326,7007,5160,5133,6558,7007,1463,5133,5160,2326,6558,NA
7009,Edward,Clark,COW FEEDER,M,M,Lucy Campbell,KNITTER & NETTER,13,JULY,1870,"5 Greenside Park, The Holmes, Scottish Borders",80,Patrick,Clark,,D,Mia,Gibb,,D,R09.11,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7009,2644,7009,5128,4727,8700,7009,1397,4727,5128,2644,8700,NA
7011,Dean,Lyon,FARM SERV FORMERLY,W,M,Nicola Robinson,PAUPER,7,MARCH,1875,"7 Weirgate Way, Lessudden House, Scottish Borders",85,Oliver,Lyon,,D,Fahmida,Spiers,,D,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7011,1893,7011,5220,5189,6966,7011,1466,5189,5220,1893,6966,NA
7013,Adil,O'connor,PAUPER (FORMERLY LABOURER),W,M,Lyndsey Davidson,,8,APRIL,1875,"68 Dounehill, Scaurs, Jedburgh",85,Kieran,O'connor,,D,Poppy,Anderson,,D,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7013,2293,7013,5196,4731,7532,7013,1468,4731,5196,2293,7532,NA
7015,Matthew,O'donnell,RETIRED CORK MANUFACTURER,W,M,Colleen Doig,LABOURERS WIFE,30,JULY,1875,"11 Monamore Place, Croc, North Ayrshire",86,Charlie,O'donnell,,D,Ella,Mcgowan,,D,J20.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7015,2299,7015,5176,3801,7704,7015,1470,3801,5176,2299,7704,NA
7017,Thomas,Little,FARMER OF 20 ACRES,W,M,Madeline Stuart,SERVT,17,JULY,1876,"1 Milton Wynd, South Ayrshire",87,Connor,Little,,D,Emma,Waugh,,D,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7017,2073,7017,5302,4671,7328,7017,1471,4671,5302,2073,7328,NA
7087,Dominic,Young,HATTER,M,M,Samera Robertson,WINDER OF LINEN YARN,17,APRIL,1862,"4 Gearra Mor, Na h-Eileanan Siar",72,Anthony,Young,,D,Demi,Innes,,D,R60.91,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7087,2527,7087,4828,5201,8036,7087,1488,5201,4828,2527,8036,NA
7089,Quincy,Clark,SEAMAN,M,M,Siana Breen,,14,FEBRUARY,1862,"2 Croft Road, Highland",71,Isaac,Clark,,D,Anneliese,Mcmillan,,D,J18.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7089,2338,7089,4830,4573,7428,7089,1419,4573,4830,2338,7428,NA
7091,Jay,Mclaren,COLLECTOR OF AP AT RAILWAY,M,M,Maaria Rice,FORMERLY DOMESTIC SERV,19,JUNE,1862,"119 Woodlands Avenue, South Lanarkshire",72,Oliver,Mclaren,,D,Bridget,Pollock,,D,K31.94,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7091,2006,7091,4912,4919,6800,7091,1372,4919,4912,2006,6800,NA
7093,Robert,Mckillop,LABOURER,W,M,Lauren Logan,,5,FEBRUARY,1862,"141 Cove Gardens, Cove Bay, Aberdeen City",71,Christopher,Mckillop,,D,Jessica,Mcgarva,,D,I38.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7093,2034,7093,4888,4773,7104,7093,1371,4773,4888,2034,7104,NA
7095,Mohamed,Connelly,PAUPER,M,M,Sophie Petrie,SELLER OF BREAD & C,21,DECEMBER,1863,"2 Forbes Place, Northbank Farm Steadings, Fife",72,Evan,Connelly,,D,Lydia,Mcmurray,,D,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7095,2153,7095,4868,4735,7458,7095,1370,4735,4868,2153,7458,NA
7097,Nathan,Brand,STONE BREAKER,B,M,,,25,JUNE,1865,"6 Monamore Place, Croc, North Ayrshire",75,Tyler,Brand,,D,Chloe,Ruddy,,D,R54.05,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7097,,7097,4916,4753,,7097,1373,4753,4916,,,NA
7099,Benjamin,Innes,INNKEEPER & FARMER OF 12 ACRES,R,M,Zara Bradley,PAUPER,24,NOVEMBER,1865,"1 Northriggs, Manse, Scottish Borders",75,Oliver,Innes,,D,Fatima,Burns,,D,N42.90,R34.02,K65.90,SYNTHETIC DATA PRODUCED USING VALIPOP,7099,2285,7099,4878,4525,7060,7099,1307,4525,4878,2285,7060,NA
7101,Mackenzie,Clark,PAUPER FORMERLY AGR LAB,W,M,Sarah Johnson,,28,JULY,1865,"38 Raonmor, Highland",74,James,Clark,,D,Hannah,Melville,,D,R54.02,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7101,2453,7101,4890,4569,7074,7101,1355,4569,4890,2453,7074,NA
7103,Zak,Beaton,FARMER & GRAIN MILLER,W,M,Catriona Rooney,GATE KEEPER,22,DECEMBER,1865,"121 Rathad na h-Àirigh, Portree, Highland",75,Zain,Beaton,,D,Jade,O'donnell,,D,J42.00,R60.91,,SYNTHETIC DATA PRODUCED USING VALIPOP,7103,2289,7103,4970,4965,7298,7103,1461,4965,4970,2289,7298,NA
7105,Mohammed,Petrie,FARMER,W,M,Phillippa Fleming,CHINA MERCHANT'S WIFE,25,SEPTEMBER,1867,"1 Welldale Street, South Lanarkshire",77,Sam,Petrie,,D,Mikaela,Aitkenhead,,D,A09.03,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7105,2055,7105,4992,5037,6546,7105,1421,5037,4992,2055,6546,NA
7107,Nicholas,Rae,FARM LABORER,W,M,,,11,MAY,1868,"2 Murray Crescent, Croc, North Ayrshire",78,Alex,Rae,,D,Georgia,Webster,,D,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7107,,7107,5150,4723,,7107,1491,4723,5150,,,NA
7109,Nicholas,Mcdonald,HOUSE CARPENTER,R,M,Rema Clark,CHARWOMAN,1,JANUARY,1868,"1 Orchard Park, Lessudden House, Scottish Borders",77,Abdul,Mcdonald,,D,Sara,Duncan,,D,N20.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7109,3718,7109,5200,5209,10414,7109,1492,5209,5200,3718,10414,NA
7111,Ahmed,Hobson,SHOEMAKER,W,M,Jade Christie,,24,SEPTEMBER,1869,"3 Gearra Mor, Na h-Eileanan Siar",79,Alexander,Hobson,,D,Rachel,Doig,,D,G93.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7111,2162,7111,5224,4895,6794,7111,1494,4895,5224,2162,6794,NA
7113,Reece,Mclaren,COLOUR MIFER,M,M,Kathleen Young,FORMERLY A DEALER,31,AUGUST,1869,"8 Hillside Terrace, Croc, North Ayrshire",79,Jonathan,Mclaren,,D,Jodie,Cooney,,D,A09.02,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7113,2038,7113,5232,4777,7154,7113,1467,4777,5232,2038,7154,NA
7115,Connor,Clark,FORMERLY PLOUGHMAN,M,M,Amy Innes,SHOE DEALER,27,MARCH,1874,"9 Weirgate Way, Lessudden House, Scottish Borders",83,Luke,Clark,,D,Navpreet,Hobson,,D,R54.05,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7115,2267,7115,5320,4659,7910,7115,1496,4659,5320,2267,7910,NA
7117,Mohammed,Duncan,FORMERLY FISHERMAN,W,M,Stephanie Mcgowan,PAUPER (FORMERLY DAIRYMAID),5,NOVEMBER,1875,"1 Torcy Drive, South Ayrshire",85,Conor,Duncan,,D,Maisie,Hawthorne,,D,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7117,2166,7117,5288,4527,7180,7117,1498,4527,5288,2166,7180,NA
7119,Thomas,Donald,CROFTER,W,M,Samantha O'donnell,HOUSEKEEPER,11,FEBRUARY,1875,"19 St Molios Park, Croc, North Ayrshire",84,Aaron,Donald,,D,Kristy,Murray,,D,R54.03,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7119,2370,7119,5640,5061,7200,7119,1500,5061,5640,2370,7200,NA
7165,Thomas,Hogg,AG LAB,W,M,Hannah Mcmillan,FORMERLY DOM SERV,30,SEPTEMBER,1855,"13 Hartrigge Crescent, Scaurs, Scottish Borders",63,Remel,Hogg,,D,Rebecca,Hay,,D,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7165,2279,7165,4650,4159,6456,7165,1348,4159,4650,2279,6456,NA
7167,Jamie,Middleton,CORN AGENT,M,M,Shanice Mcdowall,,8,FEBRUARY,1855,"1 Fraser Court, Blairmore, Highland",63,Kieran,Middleton,,D,Abygail,Young,,D,R04.20,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7167,2606,7167,4742,4355,7840,7167,1349,4355,4742,2606,7840,NA
7169,Jack,Johnstone,BRICKMAKER,M,M,Abby Macphail,,20,FEBRUARY,1858,"6 Arranton Place, Croc, North Ayrshire",67,Kane,Johnstone,,D,Faaiza,Connelly,,D,G83.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7169,2381,7169,4746,4907,7948,7169,1415,4907,4746,2381,7948,NA
7171,Rhys,Aitken,MASON,M,M,Charis Melville,WASHERWOMAN,24,NOVEMBER,1859,"1 Murray Square, Highland",68,Mohammad,Aitken,,D,Aishah,Young,,D,R53.03,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7171,2125,7171,4724,3603,7276,7171,1335,3603,4724,2125,7276,NA
7173,Joseph,Little,UNABLE TO WORK,W,M,Robyn Mcguire,FARMERS WIFE,18,MARCH,1863,"1 Holmwood Crescent, Langholm, Dumfries and Galloway",71,Billy,Little,,D,Gabrielle,Logan,,D,R54.05,R53.03,,SYNTHETIC DATA PRODUCED USING VALIPOP,7173,2362,7173,4832,4531,6654,7173,1508,4531,4832,2362,6654,NA
7175,Mohammad,Doig,SURFACE MAN,W,M,Lucy Clark,HOUSE KEEPER,29,NOVEMBER,1863,"1 Birch Close, Dumfries and Galloway",72,John,Doig,,D,Brodie,Johnstone,,D,G83.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7175,2263,7175,4840,3231,7646,7175,1394,3231,4840,2263,7646,NA
7177,Mark,Burns,FARMER OF 2 ACRES,M,M,Whitney Mcmillan,WORSTED & COTTON WINDER,6,DECEMBER,1866,"1 Weirgate Way, Lessudden House, Scottish Borders",75,Samuel,Burns,,D,Toni,Hart,,D,K46.90,K65.90,,SYNTHETIC DATA PRODUCED USING VALIPOP,7177,2448,7177,4838,4383,8538,7177,1392,4383,4838,2448,8538,NA
7179,Timothy,White,PEDLAR,W,M,Daisy Logan,,28,JUNE,1866,"1 Millhill Drive, Perth and Kinross",74,Harry,White,,D,Lucy,Connelly,,D,A16.96,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7179,2304,7179,4874,4365,6840,7179,1438,4365,4874,2304,6840,NA
7181,Ryan,Reid,MASON,W,M,Chandni Flynn,HOUSEKEEPER,25,AUGUST,1866,"2 Castle Street, Anstruther Easter, Anstruther",74,Tomos,Reid,,D,Jessica,Ewen,,D,I51.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7181,2066,7181,4876,4645,7078,7181,1308,4645,4876,2066,7078,NA
7183,Shane,Innes,WRIGHT,M,M,Lucy Hart,,29,JUNE,1867,"2 School Hill, The Roundel, Leuchars",75,Daniel,Innes,,D,Chloe,Hobson,,D,I64.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7183,2455,7183,4990,4827,7288,7183,1420,4827,4990,2455,7288,NA
7185,Jordan,Smith,CROFTER,W,M,,,5,NOVEMBER,1867,"1 Fairview Park, Bridge of Don, Aberdeen City",76,Christopher,Smith,,D,Jesse,Fell,,D,R53.03,B37.00,,SYNTHETIC DATA PRODUCED USING VALIPOP,7185,,7185,5004,4689,,7185,1424,4689,5004,,,NA
7187,Frederick,Mckinlay,LATE LABOURER,M,M,Lauren Mclaren,HOUSEKEEPER,30,MARCH,1867,"4 Kilrenny Lea, Cellardyke, Fife",75,Lewis,Mckinlay,,D,Maria,Millar,,D,J11.10,R54.02,,SYNTHETIC DATA PRODUCED USING VALIPOP,7187,2377,7187,4958,5229,7758,7187,1376,5229,4958,2377,7758,NA
7189,Oliver,Petrie,CROFTER 4 1/2 ACRES,M,M,Sian Young,(FORMERLY) DRESS MAKER,4,FEBRUARY,1867,"7 Robertson Way, Braeleny Farm, Stirling",76,Sam,Petrie,,D,Mikaela,Aitkenhead,,D,J11.10,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7189,2124,7189,4992,5037,7272,7189,1421,5037,4992,2124,7272,NA
7191,Stuart,Paterson,RETIRED FARMER,W,M,Amy Spiers,,18,JULY,1870,"1 Balgibbon Drive, Braeleny Farm, Callander",79,Harry,Paterson,,D,Rebekah,Holden,,D,R09.11,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7191,2756,7191,5076,4985,8322,7191,1441,4985,5076,2756,8322,NA
7193,Ashley,Hart,PAUPER (AG LAB),W,M,Jasmine Robb,AG LAB WIFE,12,OCTOBER,1870,"47 Ganavan Sands, Soroba, Oban",79,Benjamin,Hart,,D,Georgia,Ferguson,,D,R54.05,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7193,2343,7193,5112,5221,7722,7193,1510,5221,5112,2343,7722,NA
7195,Dean,Gemmell,TAILOR,W,M,Courtney Clark,,24,OCTOBER,1872,"8 Calfward Park, Allanbank, Lauder",80,Abdu,Gemmell,,D,Makayla,Wilson,,D,J42.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7195,2070,7195,5186,5327,7292,7195,1511,5327,5186,2070,7292,NA
7197,Lewis,Connelly,CABINET MAKER,R,M,Rebecca Lyon,GENERAL LAB,2,APRIL,1872,"4 Lochandhu Road, Argyll and Bute",81,Kieran,Connelly,,D,Samantha,Aitkenhead,,D,R54.05,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7197,3494,7197,5208,4509,10840,7197,1513,4509,5208,3494,10840,NA
7199,Harry,Mclaren,LABOURER,W,M,Siobhan Webster,,26,OCTOBER,1872,"125 Lagrannoch Drive, Braeleny Farm, Stirling",81,Jonathan,Mclaren,,D,Jodie,Cooney,,D,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7199,2194,7199,5232,4777,6972,7199,1467,4777,5232,2194,6972,NA
7201,Morgan,O'donnell,AGR LABOURER,R,M,Katie Mclaren,,20,JANUARY,1872,"58 Douglas Square, Scottish Borders",80,Jamie,O'donnell,,D,Elizabeth,Hawthorne,,D,J42.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7201,2383,7201,5230,4593,7934,7201,1398,4593,5230,2383,7934,NA
7203,Joshua,Clifford,RETIRED FARM SERVANT,W,M,Chloe Wilson,,17,MARCH,1874,"1 Fleeman Avenue, Aberdeenshire",82,Samuel,Clifford,,D,Katherine,Welsh,,D,I64.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7203,2478,7203,5400,5365,8530,7203,1515,5365,5400,2478,8530,NA
7205,Edward,Logan,SHOEMAKER,W,M,Zoe Wood,,11,JULY,1874,"1 Mair Avenue, Dalry, North Ayrshire",82,Owen,Logan,,D,Aisha,Sinclair,,D,N30.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7205,2631,7205,5406,4675,7666,7205,1399,4675,5406,2631,7666,NA
7207,Brodie,Mcmillan,,W,M,Phoebe Smart,DRESSMAKER,2,NOVEMBER,1876,"2 Lower Station Road, Auchreoch, Stirling",85,Thomas,Mcmillan,,D,Sarah,Porter,,D,R09.11,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7207,2098,7207,5554,4997,7694,7207,1518,4997,5554,2098,7694,NA
7293,Joshua,Christie,AG LAB,W,M,Alexandria Main,PAUPER,7,JUNE,1857,"15 St Molios Park, Croc, North Ayrshire",65,Mathew,Christie,,D,Sian,Hutcheson,,D,I51.90,J81.01,R60.91,SYNTHETIC DATA PRODUCED USING VALIPOP,7293,2222,7293,5394,4739,7086,7293,1516,4739,5394,2222,7086,NA
7295,Callum,Burns,STONE BREAKER,M,M,Amy Logan,WIDOW OF A CLERGYMAN,13,AUGUST,1857,"115 Croftshaw Road, Alva, Clackmannanshire",65,Jake,Burns,,D,Annabel,Jackson,,,R53.03,R54.05,,SYNTHETIC DATA PRODUCED USING VALIPOP,7295,2144,7295,5460,4893,7344,7295,1542,4893,5460,2144,7344,NA
7297,Shaun,Mcmillan,LABOURER,M,M,Jessica Anderson,TAMBOURER,16,APRIL,1857,"1 Larkhall Burn, Glenburn Hall, Jedburgh",65,Thomas,Mcmillan,,D,Sarah,Porter,,D,A01.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7297,2150,7297,5554,4997,7480,7297,1518,4997,5554,2150,7480,NA
7299,Jamie,Mclaren,SHOE MAKER,M,M,Leah Christie,DRESS MAKER,6,SEPTEMBER,1858,"1 Achaleven Road, Argyll and Bute",66,Liam,Mclaren,,D,Charlotte,Kaur,,D,G83.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7299,2093,7299,5684,5299,7390,7299,1545,5299,5684,2093,7390,NA
7361,Steven,Mcgarva,DAIRY MAN,W,M,Talisa Jackson,,23,DECEMBER,1856,"5 Ladylands Drive, Glenburn Hall, Jedburgh",63,Kieran,Mcgarva,,D,Bethany,Brown,,D,J81.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7361,2241,7361,4996,4969,6808,7361,1460,4969,4996,2241,6808,NA
7363,Jonathan,Petrie,FARMER OF 98 ACRES EMPLOYING 2 MEN,B,M,,,7,FEBRUARY,1859,"2 Lubnaig Drive, Drumardoch Farm, Callander",65,Sam,Petrie,,D,Mikaela,Aitkenhead,,D,I51.90,R80.01,,SYNTHETIC DATA PRODUCED USING VALIPOP,7363,,7363,4992,5037,,7363,1421,5037,4992,,,NA
7365,Alex,Robb,AGRICULTURAL LABORER,W,M,Yazmin Burns,,21,FEBRUARY,1859,"1 Westerlea Court, Cornton, Stirling",65,Louis,Robb,,D,Faith,Sutherland,,D,J45.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7365,2342,7365,5078,4883,7750,7365,1528,4883,5078,2342,7750,NA
7367,Rhys,Clark,TOBACONEST,M,M,Melissa Broadfoot,,1,MAY,1859,"6 The Croft, The Holmes, Scottish Borders",66,Joseph,Clark,,D,Emily,Stewart,,D,C69.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7367,2583,7367,5038,4515,8032,7367,1444,4515,5038,2583,8032,NA
7369,Daniel,Melville,COOPER,W,M,Natasha Connelly,DOMESTIC SERV,25,DECEMBER,1860,"1125 Shore Street, Highland",67,Joshua,Melville,,D,Terri,Green,,D,W74.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7369,2262,7369,5080,4309,7634,7369,1445,4309,5080,2262,7634,NA
7371,Kieran,White,QURY LABOURER,W,M,Grace Smith,WASHERWOMAN,7,DECEMBER,1860,"61 Ard Struan Road, Highland",67,Peter,White,,D,Ashleigh,Murray,,D,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7371,2089,7371,5160,5133,7088,7371,1463,5133,5160,2089,7088,NA
7373,Louis,Mcdonald,WAREHOUSEMAN (GENERAL),M,M,Olivia Aitchison,FARMER'S W,20,OCTOBER,1860,"22 Glencraig Place, Croc, North Ayrshire",67,Abdul,Mcdonald,,D,Sara,Duncan,,D,J20.91,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7373,2287,7373,5200,5209,7260,7373,1492,5209,5200,2287,7260,NA
7375,Thomas,Mclaren,LABOURER,M,M,Chloe Syme,,29,JUNE,1861,"106 Brunton Park, Manse, Scottish Borders",67,Jonathan,Mclaren,,D,Jodie,Cooney,,D,I38.01,R60.90,,SYNTHETIC DATA PRODUCED USING VALIPOP,7375,2207,7375,5232,4777,7742,7375,1467,4777,5232,2207,7742,NA
7377,Joe,Paterson,FARMER OF 62 ACRES,W,M,Chloe O'donnell,LODGING HOUSE KEEPER,17,JUNE,1861,"3 Cora Linn Court, North Ayrshire",67,Ryan,Paterson,,D,Paige,Webster,,D,I51.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7377,2247,7377,5270,5273,7112,7377,1556,5273,5270,2247,7112,NA
7379,Jack,Donald,ROPE MAKER,M,M,Eve Schofield,HOUSEWIFE,17,DECEMBER,1863,"1 Anderson Place, Fife",70,Michael,Donald,,D,Hannah,Jordan,,D,I64.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7379,2298,7379,5314,5081,7752,7379,1558,5081,5314,2298,7752,NA
7381,Alexander,Muir,HAWKER GENERAL,M,M,Polly Hawthorne,,16,OCTOBER,1864,"2 Langlands Bank, Wilton, Hawick",70,Kieran,Muir,,D,Emily,Watson,,D,G83.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7381,2040,7381,5318,5527,7294,7381,1559,5527,5318,2040,7294,NA
7383,Kyle,Smith,AG LAB,M,M,Aimee Dunn,FARMERS WIFE,30,JANUARY,1864,"2 Kilrenny Lea, Cellardyke, Fife",71,Jake,Smith,,D,Victoria,Fleming,,D,J42.00,R60.11,,SYNTHETIC DATA PRODUCED USING VALIPOP,7383,2253,7383,5256,4647,7448,7383,1497,4647,5256,2253,7448,NA
7385,Christopher,Brand,MERCHANT,M,M,Sophie Syme,PAUPER FORMERLY DOM SERV,18,FEBRUARY,1864,"1 Wilton Park Road, Wilton Dean, Hawick",70,Richard,Brand,,D,Paige,Doig,,D,C11.10,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7385,2404,7385,5408,5265,7830,7385,1562,5265,5408,2404,7830,NA
7387,Reece,Jordan,LABOURER INFIRM,W,M,Iqraa O'donnell,,28,NOVEMBER,1864,"34 Westpark Wynd, Dalry, North Ayrshire",71,Macauley,Jordan,,D,Carly,Murray,,D,I64.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7387,2249,7387,5412,5083,7376,7387,1564,5083,5412,2249,7376,NA
7389,Patrick,Logan,LABOURER,M,M,Iysha Young,,19,FEBRUARY,1869,"20 St Molios Park, Croc, North Ayrshire",75,Owen,Logan,,D,Aisha,Sinclair,,D,J42.00,R60.91,,SYNTHETIC DATA PRODUCED USING VALIPOP,7389,2376,7389,5406,4675,7716,7389,1399,4675,5406,2376,7716,NA
7391,Luke,Robinson,RETIRED SHEPHERD,M,M,Alexandra Clark,,14,JUNE,1869,"3 Cowden Road, Perth and Kinross",76,Joseph,Robinson,,D,Gina,Webster,,D,R54.05,R53.03,,SYNTHETIC DATA PRODUCED USING VALIPOP,7391,2460,7391,5542,5691,7746,7391,1565,5691,5542,2460,7746,NA
7393,Fraser,Mcmillan,PENSIONER,M,M,Louise Garland,RECEIVING PAROCHIAL AID,3,AUGUST,1871,"61 The Gardens, East Lothian",78,Thomas,Mcmillan,,D,Sarah,Porter,,D,R54.03,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7393,2172,7393,5554,4997,7452,7393,1518,4997,5554,2172,7452,NA
7395,Jamal,Smith,AG LAB,R,M,Emily Mcgarva,,1,OCTOBER,1871,"2 Priory Park, Braw Gates House, Selkirk",78,Samuel,Smith,,D,Jemima,Paterson,,D,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7395,3359,7395,5714,5993,11072,7395,1567,5993,5714,3359,11072,NA
7457,Elliott,Young,LABOURER,M,M,Rebecca Gibb,,7,MARCH,1855,"7 Bracklinn Road, Drumardoch Farm, Callander",60,Joshua,Young,,D,Lois,Garland,,D,I51.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7457,2184,7457,4960,4967,8144,7457,1490,4967,4960,2184,8144,NA
7459,Gary,Robb,GENERAL GROCER,M,M,Holly Robinson,,12,SEPTEMBER,1855,"1 Rha Bank, Highland",61,Louis,Robb,,D,Faith,Sutherland,,D,C16.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7459,2121,7459,5078,4883,7164,7459,1528,4883,5078,2121,7164,NA
7461,Jack,White,LABOURER (GENERAL),M,M,Anna Michie,FARMERS WIFE,1,NOVEMBER,1858,"2 Fowler Street, Anstruther Easter, Anstruther",64,Peter,White,,D,Ashleigh,Murray,,D,C40.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7461,2268,7461,5160,5133,7930,7461,1463,5133,5160,2268,7930,NA
7463,Callum,Rae,PAUPER FORMERLY WEAVER (WOOLEN),W,M,Ella Macphail,UPHOLSTRESS,29,FEBRUARY,1876,"4 Park Terrace, Croc, North Ayrshire",82,Alex,Rae,,D,Georgia,Webster,,D,J42.00,R09.10,,SYNTHETIC DATA PRODUCED USING VALIPOP,7463,2548,7463,5150,4723,8800,7463,1491,4723,5150,2548,8800,NA
7465,Archie,Melville,CROFTER,M,M,Tian Stewart,,17,DECEMBER,1876,"3 Roshven View, Highland",82,Robert,Melville,,D,Chloe,Johnstone,,D,R54.05,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7465,2758,7465,5218,4377,8398,7465,1514,4377,5218,2758,8398,NA
7467,Devan,Smith,CROFTER OF 25 ACRES,W,M,Lois Muir,,3,AUGUST,1876,"1 Dail a' Chladaich, Highland",81,William,Smith,,D,Sophie,Burns,,D,R34.02,G83.90,,SYNTHETIC DATA PRODUCED USING VALIPOP,7467,2434,7467,5198,4927,7644,7467,1538,4927,5198,2434,7644,NA
7469,Matthew,Gemmell,,W,M,Holly Keddie,,25,NOVEMBER,1876,"20 The Croft, The Holmes, Scottish Borders",82,Abdu,Gemmell,,D,Makayla,Wilson,,D,A09.03,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7469,2419,7469,5186,5327,6206,7469,1511,5327,5186,2419,6206,NA
7471,Anthony,Mcdonald,SOLR OR WRITER,M,M,Shawna Fullarton,MOTHER,29,OCTOBER,1876,"8 Monamore Place, Croc, North Ayrshire",81,Abdul,Mcdonald,,D,Sara,Duncan,,D,R54.03,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7471,2169,7471,5200,5209,7432,7471,1492,5209,5200,2169,7432,NA
7473,Adam,Campbell,RETIRED MERCHANT,W,M,Isabel Lawson,,13,SEPTEMBER,1880,"13 Glencraig Place, Croc, North Ayrshire",85,George,Campbell,,D,Lauren,Robinson,,D,R54.05,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7473,2679,7473,5280,5531,8626,7473,1581,5531,5280,2679,8626,NA
7475,Addison,Syme,SEAMAN,M,M,Evangelina Riddell,PAUPER,17,APRIL,1880,"9 Orchard Park, Lessudden House, Scottish Borders",85,Oscar,Syme,,D,Laura,Davies,,D,R68.85,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7475,2321,7475,5306,4565,7906,7475,1583,4565,5306,2321,7906,NA
